,random_env_now,random_tictoc,random_avg_completions,random_avg_slowdowns
0,641,0.4140629768371582,138.22889986147553,3.1337322343504233
1,635,0.4553558826446533,137.49771706577658,3.089040168336084
2,644,0.503425121307373,134.4977170657766,2.916914725749851
3,637,0.43553709983825684,136.35793211954004,3.006200025713861
4,636,0.48127222061157227,135.21814717330346,3.014710820242123
5,659,0.44464898109436035,135.65900738835722,3.026145275880525
6,642,0.5246407985687256,133.35793211954004,3.0160785177373115
7,641,0.47563791275024414,134.91707190448628,2.991448955945389
8,639,0.4475288391113281,133.56223319480884,2.957189220885458
9,640,0.4176509380340576,134.5299751302927,2.9552700165733787
10,642,0.616204023361206,134.20739448513146,3.038154011910137
11,636,0.7413120269775391,137.21814717330346,3.078262141665446
12,633,0.6493749618530273,138.35793211954004,3.1119841846952077
13,638,0.9146389961242676,134.35793211954004,3.0945264601986344
14,638,0.8168430328369141,135.59449125932497,3.0383525634380364
15,642,0.853370189666748,132.4977170657766,2.9075738750493074
16,644,0.8656108379364014,138.96008265717444,3.183382828981098
17,637,0.6780250072479248,136.51922244212068,3.0819303325664253
18,634,0.9944822788238525,134.48696437760455,3.044895945176928
19,641,0.5881690979003906,137.22889986147553,3.0468849533713933
20,640,0.5408589839935303,132.34717943136798,2.9269800661692624
21,636,0.7863459587097168,131.71277082921748,2.855501686917132
22,628,0.7007176876068115,129.8955665281422,2.8200181198393532
23,633,0.6586170196533203,138.63750201201316,3.0710551152230514
24,638,0.5752909183502197,138.41169556040023,3.080921860587611
25,636,0.8061428070068359,134.0030934098626,2.962171008665686
26,637,0.6742441654205322,131.9923407216906,2.871106359003054
27,642,0.6905169486999512,133.69126545287338,2.9962324632363595
28,644,0.6708729267120361,135.61599663566906,3.019225520517718
29,630,0.62308669090271,136.58373857115294,3.0677767821533415
30,641,0.4656648635864258,140.61599663566906,3.289021448753198
31,639,0.47626304626464844,141.60524394749703,3.1136862336451205
32,640,1.0539240837097168,136.26115792599165,3.0761913601545134
33,635,0.5442001819610596,136.56223319480884,3.024234898263276
34,640,0.4357869625091553,132.58373857115296,2.939942387942154
35,643,0.4544827938079834,133.06760953889489,3.0129913540784754
36,631,0.48884081840515137,133.86330846362608,3.0260758635364775
37,630,0.44802379608154297,131.6267493238411,3.0139284974250486
38,642,0.4715237617492676,137.54072781846477,3.150567769273812
39,641,0.4509119987487793,134.91707190448628,3.0517850441258476
40,631,0.7485949993133545,134.50846975394865,2.9540034728750193
41,641,0.4675478935241699,135.41169556040023,3.1202052439332495
42,637,0.47525715827941895,136.16438373244327,3.0791924207264016
43,633,0.4178738594055176,132.07836222706692,2.8760023071391236
44,637,0.5086052417755127,134.45470631308842,3.0521090169911367
45,631,0.6470279693603516,136.33642674319594,3.0774299850780977
46,640,0.6270959377288818,134.34717943136798,2.914186741658287
47,643,0.5930149555206299,135.86330846362608,2.9796048028319024
48,632,0.6114521026611328,130.43320093674436,2.870355201279045
49,637,0.4868450164794922,139.36868480771207,3.056860988560476
50,632,0.48898816108703613,137.0030934098626,2.9521028995513023
51,632,0.6003198623657227,134.78803964642177,2.9768013027404616
52,631,0.5302901268005371,137.21814717330346,3.1750398987013355
53,638,0.42171621322631836,134.80954502276583,3.034106278607422
54,639,0.44386720657348633,137.11062029158307,3.0127175989283224
55,638,0.707615852355957,133.1536310442712,3.0442035882921474
56,637,0.4524228572845459,139.0245987862067,3.081096121849719
57,629,0.501162052154541,133.13212566792714,2.93845314355431
58,636,0.4243161678314209,138.1966417969594,3.098571917981586
59,635,0.5249679088592529,138.2504052378196,3.0366046938433087
60,641,0.4736180305480957,132.46545900126046,2.9550240571928628
61,636,0.4689521789550781,138.8740611517981,3.1496251579449512
62,642,0.49909520149230957,134.4224482485723,3.0043675568171384
63,631,0.49928879737854004,131.78803964642177,2.8574519996650762
64,632,0.5041892528533936,134.70201814104541,3.018054348142043
65,636,0.46307921409606934,133.80954502276583,2.978976117289769
66,638,0.7690949440002441,139.98158803351853,3.209776847016576
67,645,0.532167911529541,137.3794374958841,3.181228051949327
68,637,0.5904099941253662,132.50846975394865,2.903163677816542
69,632,0.5653250217437744,131.6159966356691,2.9512439074413126
70,634,0.48288893699645996,133.40094287222823,2.887233862047642
71,639,0.7210178375244141,136.5192224421207,2.9856648699741353
72,632,0.4762251377105713,134.03535147437873,3.0104461401899694
73,631,0.4904978275299072,133.9493299690024,2.985664462281527
74,647,0.5015699863433838,139.26115792599165,3.1466176769440906
75,631,0.5769829750061035,133.08911491523898,2.8995489028843817
76,635,0.4633450508117676,137.16438373244327,3.204682183240733
77,636,0.4117441177368164,134.97083534534647,3.0430672607973435
78,634,0.4145510196685791,134.90631921631422,2.9846953230066835
79,635,0.4550769329071045,135.0245987862067,3.038645546699898
80,637,0.41312503814697266,138.34717943136798,3.084748711562478
81,634,0.4040539264678955,138.65900738835722,3.1339321774352125
82,640,0.45702505111694336,131.11062029158307,2.8111683498346505
83,640,0.4128079414367676,134.59449125932497,3.078481847491259
84,636,0.4085869789123535,132.73427620556157,2.8970759524673584
85,641,0.41452503204345703,133.90631921631422,2.98111730715598
86,637,0.4625380039215088,135.40094287222823,3.0891152275674845
87,642,0.4140899181365967,135.3794374958841,2.991531196473501
88,633,0.4081380367279053,137.31492136685185,3.053471848034602
89,647,0.41642022132873535,136.18588910878734,2.967576868978134
90,644,0.47049713134765625,134.6697600765293,2.9472674835153594
91,645,0.4160330295562744,138.69126545287335,3.0686097232875458
92,629,0.41023993492126465,133.63750201201316,2.982279431017699
93,633,0.40917515754699707,136.1536310442712,3.036191722314457
94,656,0.48105692863464355,132.91707190448628,2.964708775651773
95,634,0.4089369773864746,129.85255577545402,2.9603220296478283
96,633,0.43262290954589844,135.90631921631422,3.073410420128264
97,635,0.4240078926086426,134.07836222706692,3.031404731461324
98,650,0.49155092239379883,134.2504052378196,2.956168434376977
99,641,0.43538427352905273,132.55148050663684,2.9305945958411117
100,645,0.43403196334838867,137.03535147437876,3.1252014676322033
101,632,0.42129015922546387,134.30416867867982,2.984941982924325
102,644,0.48972201347351074,137.5514805066368,3.1684062292799764
103,633,0.419464111328125,135.9278245926583,3.09473500030359
104,647,0.4419221878051758,136.74502889373358,3.065140192173831
105,647,0.46394801139831543,140.1751364206153,3.182325781918962
106,630,0.41584205627441406,137.08911491523895,3.1374529504431328
107,636,0.4222118854522705,135.98158803351853,3.0103828856284043
108,633,0.4131488800048828,132.6159966356691,3.044892672942225
109,643,0.46187686920166016,134.93857728083034,3.050452481129352
110,633,0.40524792671203613,132.51922244212068,2.890206175795986
111,630,0.3957502841949463,134.63750201201316,3.0634606614417
112,637,0.39826297760009766,133.0461041625508,2.9432060903197015
113,644,0.4545252323150635,132.26115792599165,2.9359326250808633
114,634,0.39954614639282227,134.11062029158305,2.995636456154219
115,650,0.404691219329834,134.18588910878734,3.0262024376876715
116,639,0.4087238311767578,140.56223319480884,3.329015120586061
117,630,0.47812676429748535,133.2504052378196,2.856695960894045
118,651,0.3980710506439209,136.7665342700777,3.118885092928802
119,630,0.39444518089294434,135.48696437760455,3.006262541562642
120,646,0.41031813621520996,135.07836222706692,2.945545513859345
121,649,0.4751861095428467,134.6267493238411,2.9937891741522273
122,637,0.3991527557373047,135.12137297975508,3.055641344217785
123,635,0.3968942165374756,133.41169556040023,2.9430420473052874
124,649,0.47402310371398926,135.80954502276583,2.9374567738921855
125,636,0.4001610279083252,136.85255577545402,3.117313087360425
126,642,0.4142739772796631,136.1751364206153,2.984484988855463
127,639,0.39815282821655273,132.63750201201316,3.035454035288248
128,637,0.4812469482421875,132.29341599050778,2.88516564070375
129,650,0.4031949043273926,136.69126545287335,3.0919486464297306
130,647,0.40187978744506836,137.6482547001852,3.015195385211584
131,637,0.4002950191497803,132.594491259325,2.887268330250838
132,638,0.5095291137695312,136.21814717330346,3.0531151904928553
133,637,0.4404022693634033,135.8740611517981,3.0328167835255737
134,647,0.44890594482421875,134.71277082921745,2.9127138735457536
135,640,0.42273783683776855,137.31492136685185,3.176607786603485
136,640,0.5392091274261475,137.1536310442712,3.0398434042976583
137,639,0.44138503074645996,133.75578158190564,3.0417678178769347
138,638,0.45340585708618164,138.6267493238411,3.0702192582533114
139,634,0.4285409450531006,133.1966417969594,2.923761735425756
140,630,0.4945199489593506,138.30416867867982,3.0792959105122737
141,648,0.4174079895019531,130.40094287222823,2.940315661882331
142,630,0.40090298652648926,137.0245987862067,3.0464272059494815
143,636,0.45694804191589355,133.73427620556157,2.9753550668406645
144,636,0.53438401222229,135.0030934098626,3.1020959438312548
145,633,0.43903589248657227,135.3794374958841,3.0597033983694915
146,632,0.5565178394317627,138.14287835609917,3.2371781285937358
147,633,0.7079081535339355,136.06760953889486,3.0291020919613194
148,640,0.5304303169250488,132.6697600765293,2.910495931666449
149,638,0.44139719009399414,130.99234072169057,2.879445263285257
150,640,0.46038198471069336,136.3256740550239,3.0400780392346847
151,636,0.48517489433288574,131.06760953889489,2.9045840107297036
152,632,0.47791385650634766,137.75578158190564,3.073116359615442
153,652,0.46448516845703125,133.41169556040026,2.9165580617524274
154,638,0.4586319923400879,132.7772869582497,2.95772133982765
155,639,0.5257861614227295,136.0030934098626,3.0156351182033667
156,634,0.4185981750488281,136.98158803351853,3.101040736392662
157,639,0.48708295822143555,134.31492136685188,3.0080690385332396
158,636,0.45015501976013184,134.06760953889486,3.006564036427998
159,636,0.5596859455108643,133.59449125932497,2.9345818913879453
160,650,0.4952688217163086,136.7772869582497,3.074496578209794
161,642,0.5237550735473633,133.27191061416372,2.977925929350864
162,645,0.5607099533081055,134.3256740550239,2.999596860238787
163,634,0.5917580127716064,134.14287835609917,3.077831177038083
164,645,0.4999217987060547,133.6159966356691,2.9894477624588216
165,632,0.522576093673706,139.6697600765293,3.1752130305380093
166,639,0.5670561790466309,134.88481383997015,3.014897899843809
167,630,0.5761802196502686,134.1751364206153,3.0142502840508856
168,635,0.4743611812591553,136.07836222706692,3.0470699469263645
169,639,0.5300166606903076,132.88481383997015,2.904987836894463
170,641,0.5982260704040527,136.22889986147553,3.028659754463022
171,633,0.5525829792022705,138.29341599050778,3.0967749785319225
172,639,0.5072860717773438,132.80954502276583,2.9457225018310833
173,639,0.5194990634918213,128.8955665281422,2.859437700922867
174,637,0.529803991317749,133.93857728083037,2.979180560030331
175,638,0.4474172592163086,135.17513642061533,2.985211190266752
176,635,0.46539878845214844,133.34717943136798,2.9811454671693456
177,648,0.5171611309051514,135.28266330233572,3.0937502663828798
178,632,0.6592991352081299,140.89556652814218,3.23143388052562
179,641,0.4996917247772217,139.76653427007767,3.0490495770430646
